PART_NUMBER,REGIMEN,TypeMaterial,DESCRIPTION_EN,DESCRIPCION_ES,UMC,UMT,HTSMX,HTSMXBASE,HTSMXNICO,IGI_DUTY,PROSEC,R8,DESCRIPCION_R8,RRYNA_NON_DUTY_REQUIREMENTS,REMARKS,NETWEIGHT,IMPORTED_OR_NOT,SENSIBLE,HTS_SerialNo,CLAVESAT,DESCRIPCION_CN,MATERIAL_CN,MATERIAL_EN,FUNCTION_CN,FUNCTION_EN,COMPANY
30019-080090810,IN,0,BOLT M8x90,TORNILLO DE ACERO DE USO AUTOMOTRIZ,PZA,KG,7318159903,73181599,3,35,,1931R825050575,TORNILLO DE ACERO DE USO AUTOMOTRIZ  PERNOS ROSCADOS DE USO AUTOMOTRIZ  MONTAJE DE LA PLACA DE PROTECCION 7318159903,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.004,Y,N,0,31161500,,,,,,
5HY1-20250106-008,A1,Equipo,Axial-flow fans,VENTILADOR,PZA,PZA,8414599999,84145999,99,10,Ex. ,,,NOM-024-SCFI-2013 // NOM-003-SCFI-2014,IT WILL SHIPED JUST 3 PZS WITH A UNIT VALUE OF 38$ DLLS SO THE RRYNAS CAN BE OMITED,2,Y,N,0,25174800,,,,,,
601401-00182,A1,Equipo,plier,PINZAS,PZA,PZA,8203209900,82032099,0,15,Ex. ,,,,CONFIRM THAT THE BRAND IS NOT VISIBLE,0.5,Y,N,CF SALE MXHTS2025020017,25174800,,,,,,
5SYV-183050-8000,IN,KD,ENGINE INLET ALUM PIPE,TUBERIA PERFORMADA PARA AUTOMOVIL,PZA,PZA,8708999999,87089999,99,0,,,,,,0.363,Y,N,0,25174800,,,,,,
5HYV-372014-9000-0RE00,IN,KD,Left Front Door Trim,MOLDURA PARA PUERTA,PZA,PZA,8708290400,87082904,0,0,,,,,,0.903,Y,N,CF SALE MXHTS2025060030,25172200,,,,,,
Q870-330000-00001,IN,0,REAR GEAR CASE ASSY,EJE CON DIFERENCIAL TRASERO,PZA,PZA,8708500400,87085004,0,0,,,,NO RRNA,0,1,Y,N,0,25181600,,,,,,
9AWV-321000-8001,IN,0,GEARSHIFT ASSY,PARTE DE LA TRANSMISION,PZA,PZA,8708400700,87084007,0,0,,,,NO RRNA,0,1.105,Y,N,0,25181600,,,,,,
30006-060020810,IN,0,BOLT M6x20,TORNILLO DE ACERO DE USO AUTOMOTRIZ,PZA,KG,7318159903,73181599,3,35,,1931R825050575,TORNILLO DE ACERO DE USO AUTOMOTRIZ  PERNOS ROSCADOS DE USO AUTOMOTRIZ  MONTAJE DE LA PLACA DE PROTECCION 7318159903,,,0.008,Y,N,0,31161500,,,,,,
5HYV-19SA01-6000-12,IN,KD,EPA,ETIQUETA AUTOADHESIVA,PZA,KG,3919909900,39199099,0,35,,1931R825051346,ETIQUETA AUTOADHESIVA 3919909900 REFLEJANTE AUTOADHESIVO 3919909900 CALCOMANIA 3919909900,NO RRNA,,0.003,Y,N,0,55121606,,,,,,
30105-040016410,IN,0,SCREW,TORNILLO DE ACERO DE USO AUTOMOTRIZ,PZA,KG,7318159903,73181599,3,35,,1931R825050575,TORNILLO DE ACERO DE USO AUTOMOTRIZ  PERNOS ROSCADOS DE USO AUTOMOTRIZ  MONTAJE DE LA PLACA DE PROTECCION 7318159903,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.1,Y,N,0,31161502,,,,,,
5BWV-223022-5000,IN,0,RH SIDE PLATE CARGO BOX,PANEL DE PUERTA TRASERA,PZA,PZA,8708290400,87082904,0,0,,,,NO RRNA,0,1.637,Y,N,0,25181604,,,,,,
5SYV-807800-8300-0RT00,IN,KD,REAR RH DOOR ASSY,PUERTA,PZA,PZA,8708291900,87082919,0,0,,,,,0,12.1,Y,N,CF SALE MXHTS2025040002,25172200,,,,,,
Q830-310014,IN,KD,spline housing,ENGRANE,PZA,PZA,8483400999,84834009,99,0,,,,,,0.316,Y,N,CF SALE MXHTS2025050009,25174800,,,,,,
960010-031832,A1,Embalaje,Debug Helmet Cyclist Version Color Random A01-CC bikeboy,CASCO DE SEGURIDAD,PZA,KG,6506100100,65061001,0,5,,,,NOM-115-STPS-2009(unicamente: Cascos de proteccion industrial distintos de los utilizados por miner,,0.189,Y,N,CF SALE MXHTS2025110028,,Tuning Adjustment Helmet Rider Edition Random Color A01 CC bikeboy,plastic,Plastic,Personal protection,Personal protection,two wheeler
5HYV-042027-6000,IN,0,CVT INLET PORT DEFLECTOR,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.201,Y,N,0,25181604,,,,,,
5HY0-031404-0MP0M,IN,0,FRONT RISER II,ELEVADOR DELANTERO II,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.771,Y,N,0,25181604,,,,,,
5SYV-060210-6002A,IN,0,"REAR LH LOWER SWING ARM,ASSY",BRAZO OSCILANTE INFERIOR TRASERO IZQUIERDO,PZA,PZA,8708809900,87088099,0,5,Ex. ,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,4.8,Y,N,0,25172000,,,,,,
5HY1-001001-106-Z,A1,HerramietasDeTrabajo,Air Conditioning Cover Pick-up Fixture,PARTES PARA ROBOT ENSAMBLADOR (SEPARADOR),PZA,PZA,8479901899,84799018,99,0,,,,,,3.8,Y,N,CF SALE MXHTS2025060007,25174800,,,,,,
0JYA-110001-10000,IN,0,BREATHER HOSE,TUBO DE CAUCHO SIN REFORZAR,PZA,KG,4009110200,40091102,0,0,,,,NO RRNA,0,0.13,Y,N,0,13101600,,,,,,
5HYV-221101-6001-H1M,IN,KD,Front crossbeam of cargo box, PARTES DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES,PZA,PZA,8708220100,87082201,99,10,Ex. ,,,,,0.84,Y,N,CF SALE MXHTS2025060020,25181604,,,,,,
5SYV-182570-8001,IN,KD,CONNECTING TUBE 8,TUBOS PREFORMADOS PARA REFRIGERANTE,PZA,PZA,8708999999,87089999,99,0,,,,,0,0.053,Y,N,CF SALE MXHTS2025040002,25174800,,,,,,
601402-00436,A1,Equipo,drill,BROCA,PZA,PZA,8207500704,82075007,4,35,,,,,,0.05,Y,N,CF SALE MXHTS2025020017,25174800,,,,,,
5HYV-150820-6000,IN,0,EPS MOTOR,CAJA DE DIRECCION ELECTRICA,PZA,KG,8708941299,87089412,99,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.829,Y,N,0,13101600,,,,,,
5BYV-07Z0AA-8A00,IN,0,FRONT WHEEL ASSY,RIN CON NEUMATICO DELANTERO,PZA,PZA,8708709999,87087099,99,0,,,,NOM-086-SCFI-2018,Can be imported,18,Y,N,0,25171900,,,,,,
5HYV-237000-6000-30,IN,KD,Right slant support brace pipe of rear jacking bar, PARTES DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES,PZA,PZA,8708220100,87082201,99,10,Ex. ,,,,,0.84,Y,N,CF SALE MXHTS2025060020,25181604,,,,,,
601401-01359,A1,Embalaje,Hexagon Allen Bit 250mm Custom K305250DZ,DADOS INTERCAMBIALES,PZA,PZA,8204209900,82042099,0,10,Ex.,,,,,0.565,Y,N,CF SALE MXHTS2025110028,,Hexagon Socket Bit Hex Bit 250mm K305250DZ,steel,Steel,Assembly and use,For assembly use,two wheeler
5BWV-120100-5000,IN,0,FUEL TANK ASSY,TANQUE DE COMBUSTIBLE,PZA,PZA,8708990400,87089904,0,5,Ex. ,,,NO RRNA,0,4.87,Y,N,0,25181604,,,,,,
5BWV-230108-5000-H1M,IN,KD,Right Reinforcement Plate of Front Top Bar,PARTE PARA CARROCERIA,PZA,PZA,7326909999,73269099,99,35,,1931R825050612,CINCHO METALICO  SOPORTE METALICO  TAPA  GANCHO FRONTAL  EMBALAJE DE ACERO  MANUFACTURA DE METAL  SUJETADORES DE ACERO  PLACA DE IDENTIFICACION DEL VEHICULO  BLOQUE DE ACERO  MANUFACTURA DE ACERO  PARTE DEL EMBALAJE  CUBIERTA  GANCHO DE ACERO 7326909999,NOM-050-SCFI-2004,,0.165,Y,N,CF SALE MXHTS2025060021,25174800,,,,,,
JXMF-MX-0148,A1,Equipo,reducing tee DN65x40,CONECTOR,PZA,KG,7307999902,73079999,2,0,,,,,It has a diameter greater than 5 cm and a length equal to or less than 30 cm steel prior permission not applicable,0.7,Y,N,CF SALE MXHTS2025060034,25174800,,,,,,
940010-12555,A1,Equipo,UPVC Water pipe fixing bracket,ABRAZADERA DE PLASTICO,PZA,KG,3926901400,39269014,0,15,Ex. ,,,,,0.03,Y,N,CF SALE MXHTS2025070030,25174800,,,,,,
5HY0-031417-0MP0M,IN,0,REAR BEAM a...,VIGA TRASERA I,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,1.197,Y,N,0,25181604,,,,,,
5HYV-133000-6001,IN,KD,PASSENGER BACKREST ASSY,PARTE PARA ASIENTO,PZA,PZA,9401999901,94019999,1,0,,,,,,2.8,Y,N,CF SALE MXHTS2025040002,25174600,,,,,,
0NYM-A1A100-0800,IN,0,380Y-3 CF1000UU-8 EPA49 Engine,MOTOR,PZA,PZA,8407330400,84073304,0,0,,,,NO RRNA,0,87.5,Y,N,0,25181600,,,,,,
940010-08584,A1,Equipo,Braking resistor,RESISTENCIA,PZA,PZA,8533299900,85332999,0,0,,,,NO RRNA,0,2.73,Y,N,0,25171700,,,,,,
6AQV-150176-7600,A1,KD,LICENSE LIGHT ADAPTER CABLE,CABLES,PZA,PZA,8544499904,85444999,4,5,Ex. Excepto: Arneses electricos para conduccion o distribucion de corriente electrica en aparatos electrodomesticos o de medicion.,,,NOM-063-SCFI-2001,,0.066,Y,N,CF SALE MXHTS2025050153,26121800,,,,,,
JXMF-MX-0150,A1,Equipo,male thread connector DN80,NIPLE,PZA,KG,7307999902,73079999,2,0,,,,,It has a diameter greater than 5 cm and a length equal to or less than 30 cm steel prior permission not applicable,0.6,Y,N,CF SALE MXHTS2025060034,25174800,,,,,,
0NYV-060014-1000,IN,KD,Lock washer,ARANDELA DE SEGURIDAD,PZA,KG,7318210200,73182102,0,0,,,,NOM-050-SCFI-2004,,0.011,Y,N,CF SALE MXHTS2025050009,25174800,,,,,,
5ASV-131000-5201,IN,0,DRIVER SEAT ASSY,ASIENTO DEL CONDUCTOR,PZA,PZA,9401200100,94012001,0,0,,,,NO RRNA,0,10.1,Y,N,0,25172100,,,,,,
9AWV-131000-8000,IN,0,FRONT SEAT ASSY,ASIENTO DELANTERO,PZA,PZA,9401200100,94012001,0,0,,,,NO RRNA,0,2.26,Y,N,0,25172100,,,,,,
5HYV-354300-9001,IN,KD,OUTDOOR TEMP. SENSOR,SENSOR DE TEMPERATURA,PZA,PZA,9032899900,90328999,0,5,Ex. ,,,,0,0.012,Y,N,CF SALE MXHTS2025090023,25174800,,,,,,
5HY0-031111-1MP0M,IN,0,FRONT CONNECTION PIPE,TUBERIA DE CONEXION DE LA RECEPCION,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.373,Y,N,0,25181604,,,,,,
940010-5029,A1,Equipo,10MM Series 6-Point Socket 10MM,DADOS DE AJUSTE,PZA,PZA,8204209900,82042099,0,10,Ex.,,,,,0.2,Y,N,CF SALE MXHTS2025110007,,10MMc3 a 6e a c 10MM,steel,Steel,e 3 4a c a,Equipment Maintenance,four wheeler
5KWV-001000-1000,IN,0,ECM ASSY,UNIDAD DE CONTROL ELECTRONICO PARA VEHICULO AUTOMOTRIZ,PZA,PZA,8537100600,85371006,0,0,,,,NO RRNA,0,0.35,Y,N,0,39121552,,,,,,
5HYV-182400-6000,IN,0,RADIATOR AIR REMOVAL PIPE,TUBO DE CAUCHO,PZA,KG,4009310602,40093106,2,0,,,,NO RRNA,0,0.082,Y,N,0,14121500,,,,,,
5KWV-190102-1000-12,IN,0,CARGO BOX LH SIDE PLATE DECAL,ETIQUETA AUTOADHESIVA,PZA,KG,3919909900,39199099,0,35,,1931R825051346,ETIQUETA AUTOADHESIVA 3919909900 REFLEJANTE AUTOADHESIVO 3919909900 CALCOMANIA 3919909900,NO RRNA,0,0.001,Y,N,0,55121606,,,,,,
TBT085,A1,KD,Packaging iron frame 2270A-2960A-1250,EMBALAJE METALICO,PZA,PZA,7326909999,73269099,99,35,,,,,,155,Y,N,CF SALE MXHTS2025040005,25174800,,,,,,
9AWV-021300-8001,IN,0,MUFFLER ASSY,ESCAPE,PZA,PZA,8708920399,87089203,99,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,10.6,Y,N,0,25181604,,,,,,
7030-106200-00001,IN,0,EPS ASSY,DIRECCION HIDRAULICA,PZA,KG,8708941205,87089412,5,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,3.9,Y,N,0,25181604,,,,,,
B20251128,A1,Equipo,Hole opener,BROCAS DE CARBUROS,PZA,PZA,8207500704,82075007,4,35,,,,NOM DE ETIQUETADO: NOM-050-SCFI-2004/ unicamente: Brocas con parte operante de diamante o de carbur,,0.25,Y,N,CF SALE MXHTS2025110029,,hole opener,Carbide,Hard alloy,a1 4 a,Opening a hole,four wheeler
960010-00769,A1,Equipo,Trachea Connector A 8,CONECTOR DE ACERO,PZA,KG,7307920200,73079202,0,0,,,,,,0.02,Y,N,0,25174800,,,,,,
9AWV-321000-8004,IN,0,GEARSHIFT ASSY,CAJA DE VELOCIDADES,PZA,PZA,8708400300,87084003,0,0,,,,NO RRNA,0,1,Y,N,0,25181604,,,,,,
5HY0-031950-4MP0M,IN,0,BOX LEFT SUPPORT BEAM,VIGA DE SOPORTE IZQUIERDA DE LA CAJA DE CARGA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,1.865,Y,N,0,25181604,,,,,,
5HYV-043091-1C00-0ET00,IN,0,COVER DASHBOARD,CUBIERTA DE PANEL DE INSTRUMENTO,PZA,PZA,8708292200,87082922,0,5,3,1931R825034636,BALANCIN DE SELECTOR DE CAMBIOS 8708292200 ENSAMBLE DE PUERTA LATERAL DERECHA 8708292200 PANTALLA DE INSTRUMENTO 8708292200 PARTE DE LA CARROCERIA 8708292200 SOPORTE DE BISAGRA 8708292200 TABLERO DE INSTRUMENTO 8708292200,NO RRNA,0,0.289,Y,N,0,25181604,,,,,,
5BWV-043042-5001,IN,0,FRONT FENDER SMALL,GUARDAFANGOS DELANTERO,PZA,PZA,8708290100,87082901,0,0,,,,NO RRNA,0,0.01,Y,N,0,25181604,,,,,,
5BWV-050410-5000A,IN,0,FRONT RH LOWER SWING ARM,BRAZO OSCILANTE PARA SUSPENSION DELANTERA,PZA,PZA,8708800700,87088007,0,5,Ex. ,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,2.051,Y,N,0,25172000,,,,,,
5HY0-030450,IN,0,BRACKET GEAR SHIFTING LINE,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.252,Y,N,0,25181604,,,,,,
5BYV-031200-600A-H1M,IN,0,Front right bottom beam connecting tube assembly,MARCO INTERIOR DEL VEHICULO,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.687,Y,N,0,25181604,,,,,,
5BWV-200100-1200,IN,KD,VEHICLE TOOLS ASSY,JUEGO DE HERRAMIENTAS,PZA,PZA,8206000100,82060001,0,15,Ex. ,,,NOM-050-SCFI-2004,,0.74,Y,N,CF SALE MXHTS2025050007,25174800,,,,,,
5HY1-001001-08-Z,A1,HerramietasDeTrabajo,Rear left and right side guard panel pick-up fixture,DISPOSITIVO DE SUJECION (FIXTURE),PZA,PZA,8479899999,84798999,99,0,,,,,,10.4,Y,N,CF SALE MXHTS2025040014,25174800,,,,,,
5HYV-372014-9000-0MP00,A1,HerramietasDeTrabajo,Left front door trim,MOLDE DE INYECCION DE PLASTICO,PZA,PZA,8480710399,84807103,99,0,,,,,,9170,Y,N,CF SALE MXHTS2025120008,23151514,a a e e,S50C,S50C,Mass production of plastic parts using specific molding processes,Mass producing plastic parts through specific molding processes,four wheeler
5ASV-011000-6001,IN,0,LOCK KIT,JUEGO DE CERRADURA CON LLAVE Y ACCESORIOS,SET,PZA,8301200299,83012002,99,15,Ex. ,,,NO RRNA,0,0.177,Y,N,0,31162402,,,,,,
940010-08226,A1,Equipo,Circuit Breaker,DISYUNTOR,PZA,PZA,8536209900,85362099,0,5,Ex. ,,,NO RRNA,0,0.5,Y,N,0,39121602,,,,,,
5BWV-230110-5000-H1M,IN,KD,Left Front Crossbar Tube Assembly,PARTE PARA CARROCERIA,PZA,PZA,7326909999,73269099,99,35,,1931R825050612,CINCHO METALICO  SOPORTE METALICO  TAPA  GANCHO FRONTAL  EMBALAJE DE ACERO  MANUFACTURA DE METAL  SUJETADORES DE ACERO  PLACA DE IDENTIFICACION DEL VEHICULO  BLOQUE DE ACERO  MANUFACTURA DE ACERO  PARTE DEL EMBALAJE  CUBIERTA  GANCHO DE ACERO 7326909999,NOM-050-SCFI-2004,,4.61,Y,N,CF SALE MXHTS2025060021,25174800,,,,,,
5BYV-190404-1900-12,IN,KD,LH SIDE DOOR REAR LOWER DECAL, ETIQUETAS ADHESIVAS IMPRESA DE PLASTICO,PZA,KG,4908909999,49089099,99,35,0,1931R825050530,"CALCOMANIAS DECORATIVAS PARA CARROCERIA  ETIQUETAS ADHESIVAS IMPRESA DE PLASTICO  ETIQUETA DE PLASTICO  PLACA DE ADVERTENCIA , CALCOMANIA 4908909999",,,0.001,Y,N,CF SALE MXHTS2025050007,55121606,,,,,,
5HY0-190021,IN,0,LABEL WINCH CONTROL LEVER,ETIQUETA AUTOADHESIVA,PZA,KG,3919909900,39199099,0,35,,1931R825051346,ETIQUETA AUTOADHESIVA 3919909900 REFLEJANTE AUTOADHESIVO 3919909900 CALCOMANIA 3919909900,NO RRNA,0,0.001,Y,N,0,55121606,,,,,,
5HY0-060703A,IN,0,"REAR BEARING CARRIER,ASSY",BUJE DE SUSPENSION,PZA,PZA,8708801200,87088012,0,5,Ex. ,,,NO RRNA,0,1.21,Y,N,0,25172000,,,,,,
940010-08624,A1,Equipo,Machine seal,COJINETE CON RODAMIENTOS,PZA,PZA,8483200100,84832001,0,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,2,Y,N,0,31171500,,,,,,
940010-08615,A1,Equipo,Proportional motor,MOTOR,PZA,PZA,8501319900,85013199,0,5,Ex. ,,,NO RRNA,0,3,Y,N,0,26101900,,,,,,
5HYV-002015-6002,IN,KD,CVT INTAKE PIPE CONNECTOR,CONECTOR,PZA,KG,4016999999,40169999,99,0,,,,NOM-050-SCFI-2004,,0.096,Y,N,CF SALE MXHTS2025120007,25172000,CVT Intake Tube Connector,rubber,rubber,Engine intake and exhaust,Engine inlet and outlet gas,four wheeler
5BYV-190401-2400-11,IN,KD,DECAL LH TOP COVER, ETIQUETAS ADHESIVAS IMPRESA DE PLASTICO,PZA,KG,4908909999,49089099,99,35,0,1931R825050530,"CALCOMANIAS DECORATIVAS PARA CARROCERIA  ETIQUETAS ADHESIVAS IMPRESA DE PLASTICO  ETIQUETA DE PLASTICO  PLACA DE ADVERTENCIA , CALCOMANIA 4908909999",,,0.001,Y,N,CF SALE MXHTS2025050007,55121606,,,,,,
5HYV-031047-6000-H1M,IN,KD,Front rocker arm lower crossbeam tube assembly.,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.886,Y,N,0,25181604,,,,,,
5SYV-230220-6000-H1M,IN,0,Connection tube assembly under the rear top bar,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,1.72,Y,N,0,25181604,,,,,,
5ASV-190008-6G00,IN,KD,LABEL TIRE PRESSURE AND LOAD,ETIQUETA AUTOADHESIVA,PZA,KG,3919909900,39199099,0,35,,1931R825051346,ETIQUETA AUTOADHESIVA 3919909900 REFLEJANTE AUTOADHESIVO 3919909900 CALCOMANIA 3919909900,,,0.002,Y,N,CF SALE MXHTS2025050007,55121606,,,,,,
5HYV-043061-6000,IN,0,SEAT FRONT LOWER FENDER,GUARDABARROS,PZA,PZA,8708290100,87082901,0,0,,,,NO RRNA,0,1.395,Y,N,0,25181600,,,,,,
940010-12564,A1,Equipo,Nylon rod,VARILLA DE NAILON,PZA,PZA,3916909100,39169091,0,0,,,,,,3.2,Y,N,CF SALE MXHTS2025070030,25174800,,,,,,
940010-08674,A1,Equipo,Reducer-driven Mixer,MOTOR,PZA,PZA,8501510200,85015102,0,15,Ex. ,,,NO RRNA,0,9.6,Y,N,0,26101700,,,,,,
5HY0-031890-2MP0M,IN,0,BOTTOM BEAM CONNECTION PIPE,TUBERIA DE CONEXION DE VIGA INFERIOR,PZA,KG,8708299999,87082999,99,35,Ex. ,,,,,1.321,Y,N,0,25174800,,,,,,
JXMF-MX-0135,A1,Equipo,flange gasket DN65,JUNTA,PZA,KG,4016930499,40169304,99,0,,,,,,0.1,Y,N,CF SALE MXHTS2025060034,25174800,,,,,,
5BYV-212004-6200,IN,0,REAR SHOCK ABSORBER ALTERNATE PIPE,PARTE PARA SISTEMA DE SUSPENSION,PZA,PZA,8708800500,87088005,0,0,,,,NO RRNA,0,0.569,Y,N,0,25181604,,,,,,
5HYV-182500-6000,IN,0,CONNECTING TUBE 1,TUBO DE CAUCHO,PZA,KG,4009310602,40093106,2,0,,,,NO RRNA,0,0.418,Y,N,0,30102204,,,,,,
960010-01328,A1,Equipo,measurement cup,RECIPIENTE GRADUADO,PZA,KG,3926909903,39269099,3,0,,,,,,0.3,Y,N,0,25174800,,,,,,
0JWB-B2A000-0800,IN,KD,2V91W-B CF800SZ-2 ENGINE,MOTOR,PZA,PZA,8407330400,84073304,0,0,,,,,,89,Y,N,CF SALE MXHTS2025050007,26101700,,,,,,
940010-06175,A1,Equipo,COUPLER,CILINDRO NEUMATICO,PZA,PZA,8412319900,84123199,0,0,,,,,,374,Y,N,CF SALE MXHTS2025110066,,e az c1 4 a c cY3,Aluminum alloy,ALLOY,The pressure energy of compressed gas is converted into mechanical energy,CYLINDERS ARE CORE PNEUMATIC ACTUATORS THAT CONVERT THE PRESSURE ENERGY OF COMPRESSED AIR INTO MECHANICAL ENERGY MAINLY REALIZING LINEAR RECIPROCATING MOTION OR OSCILLATING MOTION TO DRIVE INDUSTRIAL EQUIPMENT,four wheeler
601401-00931,A1,Equipo,sleeve,UTIL INTERCAMBIABLE,PZA,PZA,8207909900,82079099,0,35,Ex. ,,,,CONFIRM THAT THE BRAND IS NOT VISIBLE,0.05,Y,N,CF SALE MXHTS2025020017,31171502,,,,,,
30910-0183220,IN,0,LOCK PIN,CHAVETA DE ACERO,PZA,KG,7318240300,73182403,0,35,,1931R825050424,PASADOR  ARANDELA DE SEGURIDAD  CHAVETA DE ACERO  PASADOR DE CHAVETA 7318240300,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.01,Y,N,0,31162300,,,,,,
5HYV-221000-6000,IN,0,CARGO BOX SKELETON ASSY,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,19.5,Y,N,0,25181604,,,,,,
9AWV-020022-8001,IN,0,LIMIT BOLT,TORNILLO DE ACERO DE USO AUTOMOTRIZ,PZA,KG,7318159903,73181599,3,35,,1931R825050575,TORNILLO DE ACERO DE USO AUTOMOTRIZ  PERNOS ROSCADOS DE USO AUTOMOTRIZ  MONTAJE DE LA PLACA DE PROTECCION 7318159903,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.072,Y,N,0,31161500,,,,,,
0NYV-060006-1000,IN,KD,Shaft of Parking rocker,COJINETE,PZA,PZA,8483300499,84833004,99,0,,,,NOM-050-SCFI-2004,,0.026,Y,N,CF SALE MXHTS2025050009,25174800,,,,,,
JXMF-MX-0128,A1,Equipo,flangeDN200,BRIDA,PZA,KG,7307910100,73079101,0,0,,,,,,2,Y,N,CF SALE MXHTS2025060034,25174800,,,,,,
5HYV-210001-6001,A1,KD,CARDBOARD,CARTONES,PZA,KG,4819100100,48191001,0,0,,,,0,0,0.072,Y,N,0,25181600,,,,,,
5FYV-374110-1000-H1,IN,KD,Right Front Door Connecting Pipe 4,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex.,,,,,0.52,Y,N,CF SALE MXHTS2025120006,25181604,Right front door connected to Tube IV,Steel,Steel,Welded parts that make up the car door,Welded parts that make up a car door,four wheeler
940010-08616,A1,Equipo,Gas proportional butterfly valve,VALVULA,PZA,PZA,8481809900,84818099,0,10,Ex. ,,,NOM-010-CONAGUA-2000,Can be imported,0.15,Y,N,0,25174800,,,,,,
940010-08532,A1,Equipo,Centrifugal Pump with motor,BOMBA CENTRIFUGA,PZA,PZA,8413709999,84137099,99,15,Ex. Excepto: Sumergibles con tuberia de descarga de diametro interior superior o igual a 63 mm pero inferior o igual a 610 mm; Bombas de tipo centrifugo para manejo de petroleo y sus derivados.,,,NOM-004-ENER-2014,Can be imported,151,Y,N,0,25174800,,,,,,
5BWV-021100-5000,IN,0,FRONT EXHAUST PIPE ASSY,TUBO DE ESCAPE DELANTERO,PZA,PZA,8708920399,87089203,99,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.639,Y,N,0,25181604,,,,,,
5BYV-374000-8000-0BM00,IN,0,RH SIDE DOOR ASSY,PANEL DE PUERTA,PZA,PZA,8708290400,87082904,0,0,,,,NO RRNA,0,0.143,Y,N,0,25181604,,,,,,
5SYV-230010-8000-0BP00,IN,KD,REAR PASSENGER LH PROTECTING PIPE ASSY,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,,,0.878,Y,N,0,25181604,,,,,,
JXMF-MX-0039,A1,HerramietasDeTrabajo,Vernier caliper,PINZA VERNIER,PZA,PZA,9017300201,90173002,1,0,,,,NOM-050-SCFI-2004,,0.6,Y,N,CF SALE MXHTS2025050154,25174800,,,,,,
JXMF-MX-0207,A1,HerramietasDeTrabajo,Flathead Screwdriver 5x200,TORNILLO DE ACERO DE USO AUTOMOTRIZ,PZA,PZA,8205409900,82054099,0,15,Ex. ,,,NOM-050-SCFI-2004,,0.5,Y,N,CF SALE MXHTS2025070027,25174800,,,,,,
5BWV-372060-5100,IN,KD,Left Door Lock Assembly,CERRADURA DE PUERTA AUTOMOTRIZ,PZA,PZA,8301200299,83012002,99,15,Ex. ,,,NOM-050-SCFI-2004,,0.109,Y,N,CF SALE MXHTS2025060032,25172200,,,,,,
5HYV-134000-6000-22,IN,KD,Mid-Seat Backtrest plate,PARTE PARA ASIENTO,PZA,PZA,9401200100,94012001,1,0,,,,,,1,Y,N,CF SALE MXHTS2025050082,25174400,,,,,,
940010-12719,A1,Equipo,Spray gun extension,EXTENSION PARA PISTOLA DE PULVERIZACION,PZA,PZA,8424900100,84249001,0,0,,,,,,0.5,Y,N,CF SALE MXHTS2025110035,,spray gunaS e a e NF25a a 1007 746,plastic,plastic,a c2,spray powder,four wheeler
5BWV-000202-5000,IN,0,AIR OUTLET PIPE CVT,TUBO DE CAUCHO SIN REFORZAR,PZA,KG,4009110200,40091102,0,0,,,,NO RRNA,0,0.18,Y,N,0,13101600,,,,,,
30006-102140810,IN,0,BOLT M10x1.25x130,PERNOS ROSCADOS DE USO AUTOMOTRIZ,PZA,KG,7318159903,73181599,3,35,,1931R825050575,TORNILLO DE ACERO DE USO AUTOMOTRIZ  PERNOS ROSCADOS DE USO AUTOMOTRIZ  MONTAJE DE LA PLACA DE PROTECCION 7318159903,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.155,Y,N,0,31161600,,,,,,
